C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.20021699716550712,0.13270654749476196,0.046228293482261984,0.7495563457744907,0.7780045100376562,0.6076786999906223,0.17022296903122014,0.3816606876257199,0.11346715054719503,0.11023118245470898
0.561912054296948,0.772936854286829,0.1800274177733031,0.7573777460811832,0.6685036934695769,0.27031730386540154,0.3532741216526165,0.43852624398855466,0.1952946839748475,0.4265863313025975
0.7914953582341135,0.8179291141593793,0.49294227804951674,0.898597620236911,0.1985440338566995,0.7057311987113039,0.02837234291635571,0.2618392111269322,0.964626121381816,0.8128538846895362
0.8063479182446419,0.9989928567067919,0.2780846788464424,0.4079853632103393,0.07805475840910614,0.1327539644970509,0.7767296908218153,0.365090386933154,0.8246594894979185,0.2718245419659755
0.9199168537440683,0.904417652505343,0.7387144157809334,0.3706119358352249,0.37069951991824035,0.3895684035777903,0.2822499457785729,0.2114442007478099,0.3800902137542165,0.9809814429542983
0.49748034990579515,0.48441171499313396,0.8125751610643347,0.023504724793537823,0.6664402749524224,0.44960705625972774,0.7384385560197487,0.24155672914449644,0.3827606952552546,0.02954370849940524
0.976892697428084,0.620137888632002,0.5472955994602371,0.667977864468213,0.6816675922992576,0.17520826375283283,0.8220474366755339,0.6447610490006859,0.31979057324939286,0.1312692829066957
0.6571247130505032,0.016268404040762463,0.17327780775273038,0.4346367847962421,0.8456388702034034,0.6307364731607742,0.8478838748990161,0.17380271886076515,0.19291560306639466,0.16015552022655144
0.5260226231191982,0.8555488911285568,0.5098271650393877,0.5963574886378418,0.02316664299277793,0.6667918488686767,0.900510062381092,0.2577720380710967,0.15546568014870787,0.1258307606705743
0.973367142179889,0.8680395809961418,0.6548894965072253,0.3947194695649219,0.2829188538731381,0.13495392446083676,0.275314601479807,0.20393186137459896,0.3001550086936604,0.4992548279997593
0.20326587739177915,0.6166852460944148,0.4074866004623158,0.22959641349870208,0.8211263222250562,0.46098817440798323,0.7520865895533648,0.5649286889997397,0.6845247459600331,0.8550701794429505
0.6925477881652681,0.44013799104797824,0.42129642159484293,0.19836486463847225,0.04959273427822897,0.8109355126245239,0.7393514271752453,0.24226679781869498,0.6465285659346225,0.14994555490762462
0.1681533694411811,0.039255380036872345,0.9212419483073419,0.029755826137312424,0.4694025556754522,0.6952250438307928,0.45492554957847764,0.339446102759686,0.18938740217897287,0.5192337560635021
0.4075955968239706,0.7087059860862447,0.5281210155148632,0.3783207371523004,0.08158266157533156,0.7923256701004592,0.6110964716327795,0.8007101730700881,0.5801644075214558,0.8409666069503413
0.7870396863311596,0.4845325285167572,0.9601520921565743,0.10309893566455686,0.07040715265344943,0.9149984560510653,0.415027257395564,0.04935179887070096,0.8234524289839771,0.9331859229950373
0.4572711070486637,0.6502313723923658,0.5026688385190886,0.43139356541715,0.7177664610879491,0.012360842571165431,0.08029437505532744,0.5763729453488462,0.813621716473204,0.5615362336483851
0.8944757241772441,0.6531599300654026,0.18690010141686686,0.5096086533486927,0.5177859980048629,0.5482534929697375,0.500992431645556,0.05457295265451312,0.4028655886488258,0.341532667031614
0.9408674496367488,0.15373350181766499,0.3467427611890117,0.7952849887749422,0.594788288129974,0.24834222031862252,0.7880238050623048,0.3690841429729621,0.6985404876475435,0.052611820408972165
0.5031533650437928,0.6165683739716729,0.26493683739334906,0.4431059859160099,0.42583134550781987,0.5125426226171581,0.8755033913378952,0.9622361512616707,0.42798764319535854,0.802638704487161
0.991207982995802,0.8279734215854928,0.9715513468596432,0.7818678759360621,0.3224683471971965,0.18866006073615882,0.3243355742233067,0.8056727777388181,0.8491461038507179,0.6268289638235132
0.6999263364279094,0.5524428902909418,0.507413084396011,0.8335088637791042,0.9189880410674938,0.22364938382932364,0.4254200015133618,0.4162026939069371,0.5431492578562438,0.2701552959796678
0.8545091920466594,0.7902783375517854,0.7487721070383841,0.21892974383712716,0.5896853692112124,0.3222369688577351,0.8352035170831559,0.1351922269075868,0.13907347204922316,0.9142793530805725
0.7027558427105162,0.9626251101490236,0.2562821965182044,0.3974839283477899,0.7484937580768452,0.8604822706825106,0.30789416886571364,0.05490683949482966,0.3277313987468987,0.17464854501675176
0.3558340239771647,0.5665435893787502,0.026969939905675644,0.6851187224197401,0.19797184482495211,0.2586897156124037,0.34629589175795894,0.942722292915157,0.6785501848803206,0.4484513780763302
0.32085536834633865,0.9206239423355781,0.8575708998765079,0.4059506957152892,0.5038663805411867,0.938637774668917,0.8766945490213399,0.4296404321149351,0.2257682467644725,0.44251220684987247
0.31369020841308115,0.98777579292289,0.4525410429473282,0.7021772679466564,0.34883648445858806,0.3792569170415415,0.28460117124945383,0.8984574021571264,0.18988964443711842,0.8784747056623671
0.7419914456833736,0.5117519614512485,0.9138239838391092,0.059518801649192765,0.17863088025956664,0.24142376157221468,0.09266332825214518,0.5236857096493608,0.40809459464822984,0.3588450895006696
0.3950372382546993,0.7987265494554554,0.3755313136095314,0.9979054948597496,0.9981824379981158,0.007418229680222099,0.7681747544038205,0.47059197363339356,0.8322809859646553,0.592991011396461
0.45663419846124764,0.47564585793205605,0.9185752116810971,0.5301076026991005,0.9452783939046789,0.7830644703941426,0.5006973753436316,0.9877536129554957,0.0500488357422314,0.3569882540265362
0.7803942586678513,0.9753141398764407,0.5615619361260671,0.2894438398800756,0.5878677527318922,0.4563902439947499,0.4541457410111107,0.5692056564703228,0.4207037241426378,0.4159377192342055
0.02278006429660473,0.09881213871729855,0.17739441122484745,0.5687123148838121,0.05252516451858236,0.5034756216615988,0.3147335305744574,0.010533320157378956,0.11718783677851441,0.34745759890440053
0.3476552458877291,0.24000125666392802,0.8353762201437448,0.815120925568731,0.5935518855671609,0.3495986955466558,0.2314554019549777,0.7421339301857713,0.18592249236252523,0.19319622724698415
0.9198551570852185,0.3115944059112602,0.11514121349670836,0.020443261882395092,0.20505067734473015,0.8037003504780778,0.3727925065679508,0.11409647791672228,0.8611153454462789,0.159592579792316
0.27908960707212593,0.12067964142197818,0.48068826499085704,0.9323019787625625,0.9149274257682686,0.24387509597581103,0.3948582964158739,0.970239530226589,0.2756196336037614,0.9378494408664138
0.22419278262679587,0.33710072941806213,0.4752841479200167,0.07547124983993436,0.12318986130290976,0.43103216977371706,0.9527064220778276,0.511896180878764,0.5861238692838767,0.7820754514670156
