C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.5988466260305187,0.06871956576579963,0.850520297797822,0.1290611104810584,0.9879384367483889,0.5191463877444386,0.590466135822933,0.48246785816894844,0.5264425988374796,0.89586795338179
0.26957508875371183,0.8557859538351744,0.2456703350000382,0.6708662543684535,0.16344265512161193,0.3942644706645527,0.698024045203139,0.9157307856644727,0.3955582707810672,0.04191309617654004
0.5755251501407505,0.5128225010498823,0.12204957499459979,0.2842023857894752,0.9068655289627444,0.8981234692929316,0.9417257057805233,0.3652592092780096,0.30967663515652644,0.2940782956639475
0.5956753962071051,0.45884275033025324,0.8351641166319044,0.08766927560187754,0.4462539333602459,0.7772235215241906,0.7382793954122054,0.9313107457100676,0.9777942908714767,0.3833306551601058
0.12459474447623453,0.3306049519958012,0.07597005114937205,0.22564143257998126,0.859023051983976,0.2631123160741431,0.06274613913896243,0.842286885312973,0.48620822220660254,0.017531011825485554
0.12321690066074453,0.5264489483497762,0.9114547320487285,0.14682667649752912,0.47728161062263474,0.12027381396749659,0.7986245186436561,0.805009978020542,0.07435703108789982,0.2738490855044081
0.7612684993613542,0.5653043581174292,0.30585737904284105,0.9643057370985502,0.3278229474484883,0.928827110570035,0.8561702052506671,0.8709539508890712,0.2699240779234924,0.3876963917297357
0.3921381122603387,0.07688112039033912,0.7425347532802153,0.7257970317960701,0.14241951578554612,0.6798655542610045,0.4363997329828596,0.13111961694495622,0.2835495121828415,0.7334818386280421
0.5737856294853069,0.6798998566845273,0.8478816734689085,0.6315258011180348,0.34489473386753877,0.8136958364547803,0.5503221324398702,0.5555570574621006,0.6633984980507346,0.9813982859044637
0.6594533569525113,0.8288534415335265,0.7315433278047021,0.4317816341174887,0.765050110180223,0.6932523339419681,0.2320985158624711,0.9027430975855549,0.4107358985538785,0.4838241858416764
0.637757343471334,0.8480257691675172,0.34600673228595136,0.7419788519209203,0.33325604905420436,0.7088505673129543,0.7309396448454841,0.5592209703150027,0.47531874667061,0.6026950475795182
0.49127239465595307,0.6937436147660883,0.4758189764515389,0.5643667157778836,0.4450943694197873,0.14153965316198835,0.10571378028580192,0.48012539903010876,0.3524823090721594,0.8644161724646691
0.6531788635576832,0.28972427262738387,0.6130727125885745,0.7764697877069862,0.45113484608110554,0.10866360733996117,0.20752553586276,0.5578402168666916,0.8898508537531217,0.721007549826186
0.36123189418692747,0.003333835774174898,0.7735659010130649,0.08139080738788107,0.26056397523170094,0.3676248006904913,0.6230908033433759,0.2976945002280269,0.30993496382273367,0.13535701818890933
0.8539267629931859,0.9341913356517078,0.19144139939504323,0.32353774481504205,0.48370517722080686,0.8546624072288226,0.47223113153464547,0.8306029528206438,0.7348391775708883,0.47492249576425927
0.05516106289195155,0.6042124944636614,0.12175068342901385,0.04657703858124751,0.024432759956208194,0.5275827101858563,0.9719047354565195,0.6369926879433272,0.18815004279218672,0.9629638914521256
0.2504722224370136,0.5016771532318095,0.33162464979791473,0.9307031423560299,0.9291720850291455,0.4539211532961358,0.9550746265785253,0.9752914869077419,0.7802493571088409,0.27125638544591246
0.647908556338014,0.525998571993944,0.5311345456566821,0.24910733657329187,0.5790084551822103,0.32481526222932755,0.06765915389035049,0.6025272302174478,0.45449490257270797,0.8865942558414005
0.4998738346448385,0.4142786352084352,0.005645589710488341,0.6778104927558952,0.4967368774044494,0.5096548179287279,0.8465610064536296,0.963364008049138,0.15558017618340048,0.4938448245189502
0.18855178455696686,0.9862451953640174,0.2207745676513876,0.7613287712830189,0.5934958101642771,0.7158441945006395,0.21456752915216937,0.012797781135087227,0.9910109174901074,0.09004038974702677
0.3504769984732643,0.9640302086478743,0.24247685869002955,0.01679036840945558,0.9368779020467927,0.7890612482197671,0.578078106204639,0.24734229596259316,0.9069699399953697,0.5775002512084783
0.1441095078975524,0.16001629276031948,0.03631840793114749,0.2732587989675953,0.18555750294861328,0.5818637376861376,0.16812466135706616,0.7948425413603037,0.954418931023536,0.2225474507393388
0.9782820916585627,0.32121726571730413,0.8217254532275534,0.5400051608505947,0.975178317033055,0.5628002482312895,0.5436399077086893,0.14791289511573302,0.6848026731125342,0.8512170744517986
0.0008244434318592786,0.6006673594410894,0.835035329946527,0.6468770319271027,0.746335193368032,0.4719759874771926,0.33270217633107724,0.021540594528127843,0.8783228678081803,0.16900291302763526
0.6499366722126736,0.7554070833545398,0.8853142710276725,0.2530527347954249,0.22799380651608903,0.6026417082776404,0.23616416042627664,0.7309863003941185,0.6639989175927695,0.2392749202329082
0.497164203556971,0.7531311642779701,0.04966142524160788,0.03141466441885854,0.5652879925434782,0.07508994985721196,0.9918764396134402,0.1954274596250064,0.3233606585817843,0.9671979685431278
0.8716681743079129,0.516451165152191,0.4995361316737449,0.3441779257986296,0.44498863326608784,0.7846459553655031,0.9204702270118201,0.8701580593554649,0.175514598075171,0.8940813501146923
0.14665476826094015,0.6552518334426218,0.6565573866581405,0.17149696651502888,0.3092746321693087,0.9441613815690658,0.47398391269199913,0.06793296893741785,0.916756008950832,0.9118546150337419
0.48138689947175584,0.5825668672241257,0.15852710173089535,0.5312696758310741,0.37963898508012983,0.9942506532770806,0.9666986113463272,0.2761742518373289,0.8377621838891577,0.46878185278122353
0.46903082129874263,0.7718319363205067,0.23504612062693675,0.8698549711741421,0.8497459336696389,0.8718868055053771,0.5438246988188661,0.8273565562790768,0.6775935827493783,0.14906311313899234
0.25063154148785527,0.7195316636354211,0.21449157115358974,0.3961470788968493,0.5490512913321299,0.4583711348910171,0.42776847194357914,0.277571982156679,0.4844145541787268,0.43883202368597596
0.15822042202023778,0.24366816925295276,0.6052817727455582,0.7472527776777252,0.633413364529616,0.09886259192004299,0.7763252176160483,0.9757631466570558,0.8951318593994063,0.7106812410491568
0.815802719261342,0.17227453292968198,0.8732629723427221,0.037711487017696776,0.697730270833811,0.8806473799262213,0.9389327463569995,0.8681554301703874,0.47659343757139694,0.004712766334674434
